COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District,MBLR
small_yellow,1181,014A,1280 GROVE ST,"1280 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1181014A
small_yellow,1201,31,1371 GROVE ST,"1371 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1201031
small_yellow,1200,4,515 BRODERICK ST,"515 BRODERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1200004
small_yellow,1200,001D,1431 GROVE ST,"1431 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1200001D
small_yellow,1200,1,1401 GROVE ST,"1401 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1200001
small_yellow,1202,001E,605 SCOTT ST,"605 SCOTT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1202001E
small_yellow,1201,35,1341 GROVE ST,"1341 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1201035
small_yellow,1201,39,625 DIVISADERO ST,"625 DIVISADERO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1201039
small_yellow,1199,24,458 LYON ST,"458 LYON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1199024
small_yellow,1199,15,1570 HAYES ST,"1570 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1199015
small_yellow,1199,12,1550 HAYES ST,"1550 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1199012
small_yellow,1204,21,406 BRODERICK ST,"406 BRODERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1204021
small_yellow,1204,30,1367 HAYES ST,"1367 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1204030
small_yellow,1204,24,418 BRODERICK ST,"418 BRODERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1204024
small_yellow,1204,19,1270 FELL ST,"1270 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1204019
small_yellow,1207,4,345 LYON ST,"345 LYON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1207004
small_yellow,1205,23,340 BAKER ST,"340 BAKER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1205023
small_yellow,1203,27,1273 HAYES ST,"1273 HAYES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1203027
small_yellow,1203,11,1138 FELL ST,"1138 FELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1203011
small_yellow,1202,002D,1265 GROVE ST,"1265 GROVE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1202002D
small_yellow,1202,1,659 SCOTT ST,"659 SCOTT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1202001
small_yellow,1741,15,1271 09TH AV,"1271 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1741015
small_yellow,1745,14,1232 06TH AV,"1232 06TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1745014
small_yellow,1746,8,1249 04TH AV,"1249 04TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1746008
small_yellow,1747,1,209 LINCOLN WY,"209 LINCOLN WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1747001
small_yellow,1747,13,236 HUGO ST,"236 HUGO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1747013
small_yellow,1742,8,1241 08TH AV,"1241 08TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1742008
small_yellow,1742,26,1250 09TH AV,"1250 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1742026
small_yellow,1744,16,1224 07TH AV,"1224 07TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1744016
small_yellow,1745,15,1226 06TH AV,"1226 06TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1745015
small_yellow,1742,23,1264 09TH AV,"1264 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1742023
small_yellow,1742,1,1201 08TH AV,"1201 08TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1742001
small_yellow,1750,22,1252 02ND AV,"1252 02ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1750022
small_yellow,1751,10,1289 02ND AV,"1289 02ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1751010
small_yellow,1751,22,139 HUGO ST,"139 HUGO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1751022
small_yellow,1748,12,144 HUGO ST,"144 HUGO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1748012
small_yellow,1749,4,1215 ARGUELLO BL,"1215 ARGUELLO BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1749004
small_yellow,1749,6,1223 ARGUELLO BL,"1223 ARGUELLO BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1749006
small_yellow,1749,22,45 LINCOLN WY,"45 LINCOLN WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1749022
small_yellow,1747,24,225 LINCOLN WY,"225 LINCOLN WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1747024
small_yellow,1747,20,1208 4TH AVE,"1208 4TH AVE,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1747020
small_yellow,1748,9,100 HUGO ST,"100 HUGO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1748009
small_yellow,1740,11,1255 10TH AV,"1255 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1740011
small_yellow,1740,52,1245 10TH AV,"1245 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1740052
small_yellow,1740,1,1205 10TH AV,"1205 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1740001
small_yellow,1740,10,1251 10TH AV,"1251 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1740010
small_yellow,1739,026A,1290 12TH AV,"1290 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1739026A
small_yellow,1739,20,1291 11TH AV,"1291 11TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1739020
small_yellow,1739,38,1234 12TH AV,"1234 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1739038
small_yellow,1739,16,1273 11TH AV,"1273 11TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1739016
small_yellow,1739,12,1259 11TH AV,"1259 11TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1739012
small_yellow,1604,8,778 41ST AV,"778 41ST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1604008
small_yellow,1597,1,4605 BALBOA ST,"4605 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1597001
small_yellow,1600,47,4325 BALBOA ST,"4325 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1600047
small_yellow,1600,1,4301 BALBOA ST,"4301 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1600001
small_yellow,1604,9,776 41ST AV,"776 41ST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1604009
small_yellow,1590,21,5625 ANZA ST,"5625 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1590021
small_yellow,1591,14,695 48TH AV,"695 48TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1591014
small_yellow,1593,1,101 SUTRO HEIGHTS AV,"101 SUTRO HEIGHTS AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1593001
small_yellow,1593,21,657 47TH AV,"657 47TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1593021
small_yellow,1584,21,631 41ST AV,"631 41ST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1584021
small_yellow,1636,2,645 08TH AV,"645 08TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1636002
small_yellow,1636,46,700 CABRILLO ST,"700 CABRILLO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1636046
small_yellow,1636,29,745 BALBOA ST,"745 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1636029
small_yellow,1637,21,670 08TH AV,"670 08TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1637021
small_yellow,1624,006R,1900 CABRILLO ST,"1900 CABRILLO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1624006R
small_yellow,1626,1,1701 BALBOA ST,"1701 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1626001
small_yellow,1634,018A,686 11TH AV,"686 11TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1634018A
small_yellow,1635,028H,626 10TH AV,"626 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1635028H
small_yellow,1610,33,3395 BALBOA ST,"3395 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1610033
small_yellow,1616,40,700 29TH AV,"700 29TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1616040
small_yellow,1563,28,558 21ST AV,"558 21ST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1563028
small_yellow,1565,012B,595 22ND AV,"595 22ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1565012B
small_yellow,1566,36,600 24TH AV,"600 24TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1566036
small_yellow,1551,55,565 08TH AV,"565 08TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1551055
small_yellow,1551,47,500 09TH AV,"500 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1551047
small_yellow,1555,51,595 12TH AV,"595 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1555051
small_yellow,1557,12,581 14TH AV,"581 14TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1557012
small_yellow,1547,33,570 05TH AV,"570 05TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1547033
small_yellow,1548,6,523 05TH AV,"523 05TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1548006
small_yellow,1548,36,554 06TH AV,"554 06TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1548036
small_yellow,1583,50,4925 ANZA ST,"4925 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1583050
small_yellow,1583,49,4935 ANZA ST,"4935 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1583049
small_yellow,1575,29,600 33RD AV,"600 33RD AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1575029
small_yellow,1575,27,626 33RD AVE,"626 33RD AVE,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1575027
small_yellow,1576,4,629 33RD AV,"629 33RD AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1576004
small_yellow,1576,005M,663 33RD AV,"663 33RD AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1576005M
small_yellow,1569,19,2558 BALBOA ST,"2558 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1569019
small_yellow,1569,1,3501 ANZA ST,"3501 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1569001
small_yellow,1570,15,640 28TH AV,"640 28TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1570015
small_yellow,1572,016M,614 30TH AV,"614 30TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1572016M
small_yellow,1663,20,4424 FULTON ST,"4424 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1663020
small_yellow,1673,1,2901 CABRILLO ST,"2901 CABRILLO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1673001
small_yellow,1667,1,2311 CABRILLO ST,"2311 CABRILLO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1667001
small_yellow,1668,35,800 26TH AV,"800 26TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1668035
small_yellow,1668,13,875 25TH AV,"875 25TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1668013
small_yellow,1673,27,5450 FULTON ST,"5450 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1673027
small_yellow,1663,21,4434 FULTON ST,"4434 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1663021
small_yellow,1666,34,860 24TH AV,"860 24TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1666034
small_yellow,1666,1,2207 CABRILLO ST,"2207 CABRILLO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1666001
small_yellow,1667,21,895 24TH AV,"895 24TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1667021
small_yellow,1674,007F,890 32ND AV,"890 32ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1674007F
small_yellow,1690,9,865 47TH AV,"865 47TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1690009
small_yellow,1713,28,1280 38TH AV,"1280 38TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1713028
small_yellow,1728,20,1289 22ND AV,"1289 22ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1728020
small_yellow,1730,5,1229 20TH AV,"1229 20TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1730005
small_yellow,1732,7,1241 18TH AV,"1241 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1732007
small_yellow,1703,17,1295 47TH AV,"1295 47TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1703017
small_yellow,1703,53,4611 LINCOLN WY,"4611 LINCOLN WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1703053
small_yellow,1705,26,1276 46TH AV,"1276 46TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1705026
small_yellow,1708,48,4115 LINCOLN WY,"4115 LINCOLN WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1708048
small_yellow,1644,6,837 ARGUELLO BL,"837 ARGUELLO BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1644006
small_yellow,1648,28,760 06TH AV,"760 06TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1648028
small_yellow,1648,22,2950 FULTON ST,"2950 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1648022
small_yellow,1643,17,765 ARGUELLO BL,"765 ARGUELLO BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1643017
small_yellow,1643,7,725 ARGUELLO BL,"725 ARGUELLO BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1643007
small_yellow,1644,30,716 02ND AV,"716 02ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1644030
small_yellow,1644,10,863 ARGUELLO BL,"863 ARGUELLO BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1644010
small_yellow,1640,53,300 CABRILLO ST,"300 CABRILLO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1640053
small_yellow,1640,45,622 05TH AV,"622 05TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1640045
small_yellow,1642,50,145 BALBOA ST,"145 BALBOA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1642050
small_yellow,1662,22,4334 FULTON ST,"4334 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1662022
small_yellow,1662,25,790 20TH AV,"790 20TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1662025
small_yellow,1654,43,700 12TH AV,"700 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1654043
small_yellow,1654,6,735 11TH AV,"735 11TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1654006
small_yellow,1658,6,735 15TH AV,"735 15TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1658006
small_yellow,1659,23,4042 FULTON ST,"4042 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1659023
small_yellow,1648,32,738 06TH AV,"738 06TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1648032
small_yellow,1649,12,3030 FULTON ST,"3030 FULTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1649012
small_yellow,1650,37,768 08TH AV,"768 08TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1650037
small_yellow,1652,010G,771 09TH AV,"771 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1652010G
small_yellow,1732,50,1249 18TH AV,"1249 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1732050
small_yellow,1733,27,1266 18TH AV,"1266 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1733027
small_yellow,1733,32,1248 18TH AV,"1248 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1733032
small_yellow,1734,5,1231 16TH AV,"1231 16TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1734005
small_yellow,1739,49,1015 LINCOLN WY,"1015 LINCOLN WY,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1739049
small_yellow,1739,2,1215 11TH AV,"1215 11TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1739002
small_yellow,1733,15,1275 17TH AV,"1275 17TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1733015
small_yellow,1733,33,1242 18TH AV,"1242 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1733033
small_yellow,1733,040A,1200 18TH AV,"1200 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1733040A
small_yellow,1733,10,1251 17TH AV,"1251 17TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,SF1733010
small_yellow,1228,013A,1937 PAGE ST,"1937 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1228013A
small_yellow,1227,6,1910 PAGE ST,"1910 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1227006
small_yellow,1226,4,445 COLE ST,"445 COLE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1226004
small_yellow,1226,38,1995 OAK ST,"1995 OAK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1226038
small_yellow,1228,13,1943 PAGE ST,"1943 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1228013
small_yellow,1231,24,520 CLAYTON ST,"520 CLAYTON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1231024
small_yellow,1230,18,540 COLE ST,"540 COLE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1230018
small_yellow,1233,3,151 CENTRAL AV,"151 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1233003
small_yellow,1232,21,506 ASHBURY ST,"506 ASHBURY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1232021
small_yellow,1232,003A,1135 MASONIC AV,"1135 MASONIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1232003A
small_yellow,1232,22,1591 PAGE ST,"1591 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1232022
small_yellow,1234,35,1325 PAGE ST,"1325 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1234035
small_yellow,1233,1,1421 PAGE ST,"1421 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1233001
small_yellow,1233,6,131 CENTRAL AVE,"131 CENTRAL AVE,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1233006
small_yellow,1233,30,1100 MASONIC ST,"1100 MASONIC ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1233030
small_yellow,1235,29,1132 HAIGHT ST,"1132 HAIGHT ST ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1235029
small_yellow,1234,37,1315 PAGE ST,"1315 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1234037
small_yellow,1234,29,1363 PAGE ST,"1363 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1234029
small_yellow,1238,17,860 HAIGHT ST,"860 HAIGHT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1238017
small_yellow,1237,11,926 HAIGHT ST,"926 HAIGHT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1237011
small_yellow,1237,29,1051 PAGE ST,"1051 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1237029
small_yellow,1235,23,1267 PAGE ST,"1267 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1235023
small_yellow,1222,53,249 CENTRAL AV,"249 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222053
small_yellow,1222,52,247 CENTRAL AV,"247 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222052
small_yellow,1222,51,245 CENTRAL AV,"245 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222051
small_yellow,1222,23,1012 MASONIC AV,"1012 MASONIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222023
small_yellow,1222,56,255 CENTRAL AV,"255 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222056
small_yellow,1222,55,253 CENTRAL AV,"253 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222055
small_yellow,1222,54,251 CENTRAL AV,"251 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222054
small_yellow,1222,39,261 CENTRAL AV,"261 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222039
small_yellow,1222,34,1519 OAK ST,"1519 OAK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222034
small_yellow,1222,37,257 CENTRAL AV,"257 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222037
small_yellow,1222,42,263 CENTRAL AV,"263 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222042
small_yellow,1223,1,1015 MASONIC AV,"1015 MASONIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1223001
small_yellow,1222,38,259 CENTRAL AV,"259 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222038
small_yellow,1222,40,267 CENTRAL AV,"267 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222040
small_yellow,1222,41,265 CENTRAL AV,"265 CENTRAL AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1222041
small_yellow,1225,36,1815 OAK ST,"1815 OAK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1225036
small_yellow,1225,39,1726 PAGE ST,"1726 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1225039
small_yellow,1225,13,1732 PAGE ST,"1732 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1225013
small_yellow,1226,26,1959 OAK ST,"1959 OAK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1226026
small_yellow,1226,5,455 COLE ST,"455 COLE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1226005
small_yellow,1225,14,1742 PAGE ST,"1742 PAGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1225014
small_yellow,1225,35,1821 OAK ST,"1821 OAK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1225035
small_yellow,1255,45,1369 WALLER ST,"1369 WALLER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1255045
small_yellow,1259,13,800 DUBOCE AV,"800 DUBOCE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF1259013
small_yellow,1258,1,855 WALLER ST,"855 WALLER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF1258001
small_yellow,1258,20,123 BUENA VISTA EAST AV,"123 BUENA VISTA EAST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF1258020
small_yellow,1255,43,700 ASHBURY ST,"700 ASHBURY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1255043
small_yellow,1262,16,470 FREDERICK ST,"470 FREDERICK ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1262016
small_yellow,1262,5,823 SHRADER ST,"823 SHRADER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1262005
small_yellow,1261,11,795 COLE ST,"795 COLE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1261011
small_yellow,1261,7,775 COLE ST,"775 COLE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1261007
small_yellow,1255,82,720 ASHBURY ST,"720 ASHBURY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1255082
small_yellow,1255,017A,1395 MASONIC AV,"1395 MASONIC AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1255017A
small_yellow,1267,29,182 CARL ST,"182 CARL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1267029
small_yellow,1267,71,144 CARL ST,"144 CARL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1267071
small_yellow,1267,14,126 CARL ST,"126 CARL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1267014
small_yellow,1265,10,344 CARL ST,"344 CARL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1265010
small_yellow,1269,147,170 DOWNEY ST,"170 DOWNEY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1269147
small_yellow,1269,14,867 ASHBURY ST,"867 ASHBURY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1269014
small_yellow,1267,39,906 STANYAN ST,"906 STANYAN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,SF1267039
