COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District
small_yellow,7518,036,5173 DIAMOND HEIGHTS BL,"5173 DIAMOND HEIGHTS BL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2513,025,2719 44TH AV,"2719 44TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,2483,011,372 WEST PORTAL AV,"372 WEST PORTAL AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",7
small_yellow,0045,010C,2560 HYDE ST,"2560 HYDE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,2453,020,2601 43RD AV,"2601 43RD AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,0044,030,766 FRANCISCO ST,"766 FRANCISCO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,2370,049,3100 TARAVAL ST,"3100 TARAVAL ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,0024,024,1321 COLUMBUS AV,"1321 COLUMBUS AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,2045,017,1895 08TH AV,"1895 08TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",7
small_yellow,7504A,019,10 AMBER DR,"10 AMBER DR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,7141,039,168 SICKLES ST,"168 SICKLES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",11
small_yellow,7066,009,5570 MISSION ST,"5570 MISSION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",11
small_yellow,6274,001,500 LISBON ST,"500 LISBON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",11
small_yellow,6094,019,290 PRAGUE ST,"290 PRAGUE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",11
small_yellow,5718,031,31 LEESE ST,"31 LEESE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6514,014,285 SAN JOSE AV,"285 SAN JOSE AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6512,026,1286 GUERRERO ST,"1286 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6509,003,1226 CHURCH ST,"1226 CHURCH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6469,016A,5519 MISSION ST,"5519 MISSION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",11
small_yellow,6520,002,2808 FOLSOM ST,"2808 FOLSOM ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6517,005,1 LILAC ST,"1 LILAC ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6516,024,3333 24TH ST,"3333 24TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6515,014A,3470 25TH ST,"3470 25TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6525,009,2952 FOLSOM ST,"2952 FOLSOM ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6522,015,2870 HARRISON ST,"2870 HARRISON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6531,006,1424 VALENCIA ST,"1424 VALENCIA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6531,012,1462 VALENCIA ST,"1462 VALENCIA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6528,012A,1076 CAPP ST,"1076 CAPP ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6526,025,1415 SOUTH VAN NESS AV,"1415 SOUTH VAN NESS AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,6553,021,1287 NOE ST,"1287 NOE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6552,039,135 CLIPPER ST,"135 CLIPPER ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6540,001,501 JERSEY ST,"501 JERSEY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6537,043,217 JERSEY ST,"217 JERSEY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,6526,026,1409 SOUTH VAN NESS AV,"1409 SOUTH VAN NESS AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,2745,034,310 GRAYSTONE TR,"310 GRAYSTONE TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2719B,004,120 GRAYSTONE TR,"120 GRAYSTONE TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2719B,008,160 GRAYSTONE TR,"160 GRAYSTONE TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2717,057,10 GLENDALE ST,"10 GLENDALE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2751,020,311 DIAMOND ST,"311 DIAMOND ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2745,033,300 GRAYSTONE TR,"300 GRAYSTONE TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2717,033,607 CORBETT AV,"607 CORBETT AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2714,005,30 CORWIN ST,"30 CORWIN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2712,023,445 CORBETT ST,"445 CORBETT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2698,028,233 EUREKA ST,"233 EUREKA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2779,003,824 CORBETT AV,"824 CORBETT AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2778,034,833 CORBETT AV,"833 CORBETT AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2773,014,4272 23RD ST,"4272 23RD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2771,051,690 ALVARADO ST,"690 ALVARADO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2808,051,955 CORBETT AV,"955 CORBETT AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2755,026,725 CORBETT AV,"725 CORBETT AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2769,041,490 COLLINGWOOD ST,"490 COLLINGWOOD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2767,033,501 DOUGLASS ST,"501 DOUGLASS ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2763,027,781 CORBETT AV,"781 CORBETT AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2763,028,785 CORBETT AV,"785 CORBETT AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2611,016,88 CASTRO ST,"88 CASTRO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2617,033,964 ASHBURY ST,"964 ASHBURY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0072,008B,2230 LEAVENWORTH ST,"2230 LEAVENWORTH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,2614,008,3700 16TH ST,"3700 16TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0071,005,2223 LEAVENWORTH ST,"2223 LEAVENWORTH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,2612,017,2400 15TH ST,"2400 15TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0069,012,2632 LARKIN ST,"2632 LARKIN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,2612,037,101 BUENA VISTA TR,"101 BUENA VISTA TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0063,017,566 LOMBARD ST,"566 LOMBARD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,2629,037,1000 ASHBURY ST,"1000 ASHBURY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2623,004,360 CASTRO ST,"360 CASTRO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2623,024,4100 17TH ST,"4100 17TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0078,052,480 GREENWICH ST,"480 GREENWICH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,2623,101,4170 17TH ST,"4170 17TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0073,022,819 LOMBARD ST,"819 LOMBARD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,2612,131,243 HENRY ST,"243 HENRY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0063,005,1929 STOCKTON ST,"1929 STOCKTON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,2611,005,42 CASTRO ST,"42 CASTRO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0054,017A,175 PFEIFFER ST,"175 PFEIFFER ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,0050,006A,31 HOUSTON ST,"31 HOUSTON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,0048,016,970 CHESTNUT ST,"970 CHESTNUT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,2649,005,2605 MARKET ST,"2605 MARKET ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2635,043,400 WARREN DR,"400 WARREN DR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",7
small_yellow,2634,059,485 WARREN DR,"485 WARREN DR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",7
small_yellow,2634,064,425 WARREN DR,"425 WARREN DR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",7
small_yellow,2696,040,642 CASTRO ST,"642 CASTRO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2661,053,27 GRAYSTONE TR,"27 GRAYSTONE TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2649,001,2 DIAMOND ST,"2 DIAMOND ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,0085,040,1440 MONTGOMERY ST,"1440 MONTGOMERY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3
small_yellow,2629A,046,425 UPPER TR,"425 UPPER TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2629A,056,455 UPPER TR,"455 UPPER TR,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,2629,054,1040 ASHBURY ST,"1040 ASHBURY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,4093,080,875 VERMONT ST,"875 VERMONT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1664,025,790 22ND AV,"790 22ND AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1660,019A,4100 FULTON ST,"4100 FULTON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1650,014,3124 FULTON ST,"3124 FULTON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,5425,001,2512 QUINT ST,"2512 QUINT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1637,024,654 08TH AV,"654 08TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4151,022A,2429 BRYANT ST,"2429 BRYANT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,1636,012,678 09TH AV,"678 09TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4151,001A,2713 22ND ST,"2713 22ND ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,1635,012A,695 09TH AV,"695 09TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4150,003,2426 BRYANT ST,"2426 BRYANT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,4145,021,2774 22ND ST,"2774 22ND ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,1649,011E,3010 FULTON ST,"3010 FULTON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,5291,027,4408 03RD ST,"4408 03RD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1649,011D,789 06TH AV,"789 06TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4715,014,1210 OAKDALE AV,"1210 OAKDALE AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,4262,025,2425 24TH ST,"2425 24TH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1648,026,772 06TH AV,"772 06TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4212,013,2631 23RD ST,"2631 23RD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1731,048,1231 19TH AV,"1231 19TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1731,047,1845 LINCOLN WY,"1845 LINCOLN WY,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1676,006,890 34TH AV,"890 34TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1674,006,895 31ST AV,"895 31ST AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1667,049,2345 CABRILLO ST,"2345 CABRILLO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1666,047,2245 CABRILLO ST,"2245 CABRILLO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1726,026,1728 25TH AV,"1728 25TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1726,017,1281 24TH AV,"1281 24TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1708,001,4101 LINCOLN WY,"4101 LINCOLN WY,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1690,037,800 48TH AV,"800 48TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1569,007,647 26TH AV,"647 26TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1564,046,3021 ANZA ST,"3021 ANZA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3730,065,32 RAUSCH ST,"32 RAUSCH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,1557,001,505 14TH AV,"505 14TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3730,061,1155 HOWARD ST,"1155 HOWARD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,1550,043,530 08TH AV,"530 08TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3727,086,611 MINNA ST,"611 MINNA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,1570,017,622 28TH AV,"622 28TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1543,014,569 ARGUELLO ST,"569 ARGUELLO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3646,017,1117 GUERRERO ST,"1117 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3645,015,1181 GUERRERO ST,"1181 GUERRERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,3642,065,3219 23RD ST,"3219 23RD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",9
small_yellow,1548,035,562 06TH AV,"562 06TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3726,088,569 MINNA ST,"569 MINNA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,1547,037,550 05TH AV,"550 05TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3656,002,1060 NOE ST,"1060 NOE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,1544,013,653 ARGUELLO BL,"653 ARGUELLO BL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3652,042,1051 SANCHEZ ST,"1051 SANCHEZ ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,1543,012,561 ARGUELLO ST,"561 ARGUELLO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,3649,007,1064 DOLORES ST,"1064 DOLORES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",8
small_yellow,1625,017,682 20TH AV,"682 20TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1610,002,719 34TH AV,"719 34TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1597,044,4645 BALBOA ST,"4645 BALBOA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4078,018,701 HAMPSHIRE ST,"701 HAMPSHIRE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1596,001,4715 BALBOA ST,"4715 BALBOA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4070,025,536 WISCONSIN ST,"536 WISCONSIN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1576,015,690 34TH AV,"690 34TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4026,008,601 POTRERO AV,"601 POTRERO AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1576,006,667 33RD AV,"667 33RD AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4024,007C,678 HAMPSHIRE ST,"678 HAMPSHIRE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,3779,087,55 BOARDMAN PL,"55 BOARDMAN PL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,3731,062A,53 MOSS ST,"53 MOSS ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",6
small_yellow,1593,034,684 48TH AV,"684 48TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4070,076,645 CAROLINA ST,"645 CAROLINA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1591,013,685 48TH AV,"685 48TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4043,003,712 TENNESSEE ST,"712 TENNESSEE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1587,023,690 45TH AV,"690 45TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4039,031,324 PENNSYLVANIA AV,"324 PENNSYLVANIA AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1583,046,600 41ST AV,"600 41ST AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,4027,012,632 SAN BRUNO AV,"632 SAN BRUNO AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",10
small_yellow,1800,001,1301 45TH AV,"1301 45TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1795,001,1301 40TH AV,"1301 40TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1794,001,3801 IRVING ST,"3801 IRVING ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1893,040A,1522 48TH AV,"1522 48TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1822,034,2609 JUDAH ST,"2609 JUDAH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1815,018,1400 39TH AV,"1400 39TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1802,012,1395 47TH AV,"1395 47TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,2031,027,1700 19TH AV,"1700 19TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",7
small_yellow,2023,055,1790 27TH AV,"1790 27TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,2001,049,4211 MORAGA ST,"4211 MORAGA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1734,009,1253 16TH AV,"1253 16TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1744,004,1223 06TH AV,"1223 06TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1739,014,1267 11TH AV,"1267 11TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1734,024,1266 17TH AVE,"1266 17TH AVE,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1734,021,1550 IRVING ST,"1550 IRVING ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1734,008,1249 16TH AV,"1249 16TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1744,001,1201 06TH AV,"1201 06TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1742,015B,1285 08TH AV,"1285 08TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1741,033,1254 10TH AV,"1254 10TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1739,013,1263 11TH AV,"1263 11TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1749,025,15 LINCOLN WY,"15 LINCOLN WY,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1745,008,408 HUGO ST,"408 HUGO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1767,006,1323 12TH AV,"1323 12TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1765,062,1382 11TH AV,"1382 11TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1752,011,226 IRVING ST,"226 IRVING ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1749,007,1233 ARGUELLO BL,"1233 ARGUELLO BL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1788,018,2840 JUDAH ST,"2840 JUDAH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1775,011,1345 20TH AV,"1345 20TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",4
small_yellow,1771,007,1345 16TH AV,"1345 16TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1771,005,1335 16TH AV,"1335 16TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,1426,048,266 08TH AV,"266 08TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1379,034A,1845 LAKE ST,"1845 LAKE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1375,049,1445 LAKE ST,"1445 LAKE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1378,017,5636 CALIFORNIA ST,"5636 CALIFORNIA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1383,015,175 23RD AV,"175 23RD AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1385,022,260 26TH AV,"260 26TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1379,034,100 20TH AV,"100 20TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1380,022,190 21ST AV,"190 21ST AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
small_yellow,1404,040,322 30TH AV,"322 30TH AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",1
